City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,mancio lima,-7.6142,-72.8958,22.03,98,39,0.76,BR,1686016702
300,mil'kovo,55.6078,37.7956,10.22,82,18,2.44,RU,1686016702
301,taoudenni,22.6783,-3.9836,30.3,17,0,4.51,ML,1686016702
302,amahai,-3.3333,128.9167,28.18,75,44,2.81,ID,1686016702
303,adiake,5.2863,-3.304,25.0,90,100,2.33,CI,1686016702
304,qaqortoq,60.7167,-46.0333,3.09,78,95,1.12,GL,1686016702
305,aksehir,38.3575,31.4164,13.53,85,99,2.12,TR,1686016702
306,labrador city,52.9463,-66.9114,7.95,71,75,5.14,CA,1686016703
307,dosso,13.049,3.1937,32.98,46,100,6.86,NE,1686016703
308,chimoio,-19.1164,33.4833,15.66,58,0,0.88,MZ,1686016703
309,joshimath,30.5667,79.5667,18.98,59,47,0.38,IN,1686016703
310,loreto,22.2667,-101.9667,21.59,42,48,8.46,MX,1686016624
311,vilyuysk,63.7553,121.6247,8.63,66,100,2.82,RU,1686016703
312,nizhneangarsk,55.7833,109.55,8.12,70,79,2.48,RU,1686016703
313,camabatela,-8.1881,15.375,15.99,97,93,0.77,AO,1686016704
314,chom bueng,13.62,99.5917,30.27,58,96,3.47,TH,1686016704
315,isangel,-19.55,169.2667,24.9,59,89,5.52,VU,1686016496
316,forster,-32.1667,152.5167,20.72,62,68,2.29,AU,1686016704
317,kirakira,-10.4544,161.9205,29.67,67,53,2.73,SB,1686016704
318,salmon arm,50.6998,-119.3024,25.24,25,4,2.57,CA,1686016704
319,crane,31.3974,-102.3501,24.3,46,9,6.37,US,1686016705
320,rota,36.6224,-6.3586,20.68,88,0,2.06,ES,1686016705
321,shenjiamen,29.9576,122.298,20.54,86,96,5.84,CN,1686016705
322,kruisfontein,-34.0033,24.7314,9.26,71,98,2.47,ZA,1686016705
323,villa gesell,-37.2639,-56.973,7.25,67,96,6.26,AR,1686016499
324,shimoda,34.6667,138.95,23.95,80,100,7.34,JP,1686016705
325,sur,22.5667,59.5289,32.81,44,0,4.17,OM,1686016705
326,fisterra,42.9049,-9.2629,15.42,80,71,1.68,ES,1686016706
327,klyuchi,52.2667,79.1667,27.0,44,56,3.63,RU,1686016706
328,jambusar,22.05,72.8,30.96,59,0,5.24,IN,1686016706
329,ipoti,7.8738,5.0769,21.64,98,100,2.62,NG,1686016706
330,makarov,48.6333,142.8,16.67,53,21,3.33,RU,1686016706
331,pisco,-13.7,-76.2167,21.03,73,100,4.12,PE,1686016707
332,vanimo,-2.6741,141.3028,30.12,67,43,3.7,PG,1686016707
333,allapalli,19.4167,80.0667,35.09,30,45,1.69,IN,1686016707
334,kpandu,6.9954,0.2931,24.15,94,100,2.52,GH,1686016707
335,prince rupert,54.3161,-130.3201,12.83,57,100,2.57,CA,1686016508
336,omura,32.9214,129.9539,17.9,94,75,2.57,JP,1686016707
337,canico,32.6333,-16.85,23.89,96,75,9.77,PT,1686016708
338,bandipura,34.4167,74.65,16.43,65,95,0.12,IN,1686016708
339,medicine hat,50.0501,-110.6683,23.24,59,100,4.63,CA,1686016661
340,terrace,54.5163,-128.6035,15.68,41,40,7.2,CA,1686016708
341,yashkul',46.1711,45.3435,15.86,87,100,4.9,RU,1686016708
342,plouzane,48.3833,-4.6167,13.03,87,0,5.66,FR,1686016708
343,pieksamaki,62.3,27.1333,4.56,72,41,1.98,FI,1686016709
344,rzepin,52.3464,14.8323,14.54,61,100,2.12,PL,1686016709
345,kongoussi,13.3258,-1.5347,32.23,40,57,5.19,BF,1686016709
346,constantia,44.1833,28.65,11.5,64,33,4.17,RO,1686016479
347,clinton,42.587,-82.9199,23.18,56,75,2.57,US,1686016638
348,tolanaro,-25.0319,46.9987,20.04,100,40,1.03,MG,1686016472
349,le lavandou,43.137,6.366,18.2,94,0,1.54,FR,1686016709
350,novo aripuana,-5.1206,-60.3797,23.78,97,100,0.14,BR,1686016710
351,ubari,26.5921,12.7805,29.31,12,0,4.13,LY,1686016710
352,kayenta,36.7278,-110.2546,26.91,13,100,4.34,US,1686016710
353,genhe,50.7833,121.5167,17.01,26,73,2.07,CN,1686016710
354,lensk,60.7253,114.9278,8.53,83,100,3.85,RU,1686016710
355,zaozersk,69.4005,32.4476,2.91,80,100,10.69,RU,1686016711
356,broken hill,-31.95,141.4333,20.12,43,23,6.23,AU,1686016711
357,minas de marcona,-15.2119,-75.1103,13.37,86,44,5.16,PE,1686016711
358,hanceville,34.0607,-86.7675,25.28,74,98,2.17,US,1686016711
359,senador canedo,-16.7081,-49.0931,18.63,63,0,1.54,BR,1686016711
360,la gi,10.6667,107.7833,26.26,78,100,5.1,VN,1686016711
361,tuburan,6.6439,122.2736,30.05,70,74,1.55,PH,1686016711
362,aasiaat,68.7098,-52.8699,-2.45,87,97,4.06,GL,1686016481
363,port blair,11.6667,92.75,29.02,79,75,3.6,IN,1686016712
364,mwinilunga,-11.7358,24.4293,16.97,51,95,1.3,ZM,1686016712
365,swakopmund,-22.6833,14.5333,11.1,90,0,0.89,,1686016712
366,primero de mayo,-32.2552,-58.4228,12.53,62,89,3.45,AR,1686016712
367,mount isa,-20.7333,139.5,26.87,41,75,6.17,AU,1686016480
368,prabumulih,-3.45,104.25,27.33,78,100,1.61,ID,1686016712
369,kapa'a,22.0752,-159.319,27.18,67,0,5.14,US,1686016713
370,nova vicosa,-17.8919,-39.3719,21.99,71,53,3.08,BR,1686016713
371,ballina,-28.8667,153.5667,17.66,57,68,3.1,AU,1686016713
372,barclayville,4.6797,-8.2339,24.65,92,100,1.72,LR,1686016713
373,benguela,-12.5763,13.4055,21.08,91,19,1.83,AO,1686016713
374,benghazi,32.1167,20.0667,24.31,48,85,7.86,LY,1686016713
375,tobelo,1.7284,128.0095,29.89,66,84,2.62,ID,1686016714
376,sinop,41.7711,34.8709,12.8,96,99,1.17,TR,1686016714
377,kaitong,44.8135,123.15,24.49,20,0,5.35,CN,1686016714
378,uruzgan,32.8333,66.0,21.78,23,0,2.53,AF,1686016714
379,saddiqabad,28.3062,70.1307,33.59,44,0,3.38,PK,1686016714
380,dhidhdhoo,6.8833,73.1,29.02,74,100,5.22,MV,1686016714
381,hermosillo,29.0667,-110.9667,33.71,16,90,3.13,MX,1686016714
382,christchurch,-43.5333,172.6333,11.06,86,75,4.12,NZ,1686016590
383,ugoofaaru,5.6667,73.0,28.75,77,100,5.18,MV,1686016715
384,praia da vitoria,38.7333,-27.0667,19.14,88,75,9.12,PT,1686016715
385,stornoway,58.2093,-6.3865,10.98,86,40,5.14,GB,1686016715
386,shimotoda,35.8094,139.6925,25.55,56,100,0.45,JP,1686016459
387,fernley,39.608,-119.2518,20.42,45,98,4.47,US,1686016501
388,katsuura,35.1333,140.3,23.32,71,100,6.95,JP,1686016715
389,presidente medici,-11.1753,-61.9014,22.34,92,7,1.35,BR,1686016716
390,humaita,-7.5061,-63.0208,23.73,97,100,0.16,BR,1686016716
391,port lincoln,-34.7333,135.8667,19.25,53,0,9.82,AU,1686016716
392,serhiyivka,46.0272,30.3768,17.05,61,23,2.56,UA,1686016716
393,egilsstadir,65.2653,-14.3948,6.95,76,100,3.09,IS,1686016716
394,mineros,-17.1167,-63.2333,21.36,83,0,1.15,BO,1686016716
395,cam ranh,11.9214,109.1591,29.98,66,20,0.51,VN,1686016716
396,crasna,47.1667,22.9,15.35,90,100,0.78,RO,1686016717
397,korla,41.7597,86.1469,27.5,16,0,2.55,CN,1686016717
398,kolonia,50.9333,6.95,15.16,76,0,1.03,DE,1686016717
399,rock springs,41.5875,-109.2029,16.8,55,75,3.09,US,1686016654
400,qala i naw,34.9874,63.1289,25.14,18,0,0.75,AF,1686016717
401,grootfontein,-19.5667,18.1167,10.76,40,0,2.06,,1686016717
402,baker city,44.7749,-117.8344,26.84,47,0,3.6,US,1686016718
403,remire-montjoly,4.9167,-52.2667,25.02,88,0,1.03,GF,1686016482
404,najran,17.4924,44.1277,24.36,25,0,1.19,SA,1686016718
405,uchiza,-8.4592,-76.4633,22.28,80,34,1.3,PE,1686016718
406,yung shue wan,22.2333,114.1167,31.3,85,98,0.45,HK,1686016718
407,albacete,38.8333,-2.0,16.21,100,0,1.54,ES,1686016718
408,antalaha,-14.9003,50.2788,22.5,90,72,3.35,MG,1686016718
409,apatity,67.5641,33.4031,2.65,91,100,4.43,RU,1686016719
410,bhuban,20.8833,85.8333,30.8,61,98,0.73,IN,1686016719
411,pierre,44.3683,-100.351,27.51,50,0,3.09,US,1686016483
412,churapcha,62.0025,132.4325,17.01,43,87,5.09,RU,1686016719
413,lucapa,-8.4192,20.7447,18.92,45,100,0.56,AO,1686016719
414,dingli,35.8614,14.3822,19.34,83,0,8.23,MT,1686016719
415,kachug,53.9606,105.8817,16.04,49,60,6.26,RU,1686016720
416,borborema,-21.6197,-49.0736,16.66,68,0,2.64,BR,1686016720
417,bako,5.7833,36.5667,18.26,79,100,1.62,ET,1686016720
418,nouadhibou,20.931,-17.0347,19.99,94,20,4.12,MR,1686016720
419,roccella ionica,38.322,16.4009,19.45,68,100,2.15,IT,1686016720
420,santana do livramento,-30.8908,-55.5328,10.84,89,40,2.43,BR,1686016720
421,okhotsk,59.3833,143.3,10.4,66,92,4.14,RU,1686016721
422,eisen,36.8217,128.6308,25.57,44,12,1.94,KR,1686016721
423,itoman,26.1247,127.6694,28.21,75,20,7.2,JP,1686016721
424,shahba,32.8551,36.629,14.33,50,0,4.42,SY,1686016721
425,ulanhot,46.0833,122.0833,23.68,19,0,5.93,CN,1686016721
426,mesudiye,40.4625,37.7725,12.57,99,100,1.67,TR,1686016721
427,laguna,38.421,-121.4238,25.99,59,0,6.17,US,1686016721
428,mana,5.6592,-53.7767,25.31,89,99,2.93,GF,1686016722
429,bowen,-20.0167,148.2333,24.7,68,2,8.18,AU,1686016722
430,mendi,-6.1761,143.6513,22.27,52,98,1.95,PG,1686016722
431,vodnyy,63.5046,53.4095,10.31,78,52,4.48,RU,1686016722
432,mcalester,34.9334,-95.7697,19.45,95,40,3.6,US,1686016722
433,atamyrat,37.8357,65.2106,30.16,12,0,3.05,TM,1686016722
434,watertown,42.3709,-71.1828,14.91,89,75,0.0,US,1686016578
435,zheleznodorozhnyy,55.7503,38.0042,10.23,80,12,2.0,RU,1686016666
436,shahrud,36.4182,54.9763,23.79,35,100,2.65,IR,1686016723
437,weno,7.4515,151.8468,31.97,74,100,2.06,FM,1686016723
438,gyeongsan-si,35.8233,128.7378,22.86,49,0,2.57,KR,1686016723
439,leh,34.1667,77.5833,4.93,79,100,1.71,IN,1686016723
440,antigonish,45.6169,-61.9986,10.01,98,100,2.68,CA,1686016723
441,inhuma,-6.6683,-41.7078,22.34,63,1,3.21,BR,1686016723
442,puerto lempira,15.2667,-83.7667,27.9,75,85,4.54,HN,1686016723
443,el bauga,18.262,33.9081,34.61,23,99,2.04,SD,1686016724
444,sirte,31.2089,16.5887,22.97,71,100,7.27,LY,1686016724
445,murun-kuren,49.6342,100.1625,19.64,43,7,3.83,MN,1686016724
446,kenai,60.5544,-151.2583,19.46,36,0,5.66,US,1686016504
447,zeya,53.75,127.2667,14.67,79,100,1.7,RU,1686016724
448,tonj,7.2737,28.6822,22.14,84,81,2.33,SS,1686016724
449,bridgewater,44.3835,-64.5155,11.17,96,100,4.12,CA,1686016681
450,isola di capo rizzuto,38.96,17.0933,19.55,70,100,1.94,IT,1686016724
451,igarka,67.4667,86.5833,15.26,51,100,5.13,RU,1686016725
452,woodfin,35.6334,-82.5821,19.73,84,33,0.36,US,1686016725
453,mahina,-17.5065,-149.489,28.87,61,20,3.09,PF,1686016472
454,cotonou,6.3654,2.4183,27.99,83,20,5.66,BJ,1686016725
455,gadzhiyevo,69.2551,33.3362,2.7,87,100,11.43,RU,1686016725
456,necochea,-38.5473,-58.7368,9.95,55,50,6.81,AR,1686016725
457,alo,7.4178,6.7371,24.5,95,100,1.65,NG,1686016725
458,thinadhoo,0.5333,72.9333,28.37,70,100,1.26,MV,1686016726
459,north platte,41.1239,-100.7654,22.29,70,100,2.24,US,1686016726
460,monrovia,6.3005,-10.7969,25.87,92,100,2.27,LR,1686016543
461,fonte boa,-2.4959,-66.2662,23.63,98,100,1.3,BR,1686016726
462,oum hadjer,13.2954,19.6966,32.29,48,98,4.09,TD,1686016726
463,antsiranana,-12.2787,49.2917,24.23,79,4,6.21,MG,1686016726
464,toro,4.6117,-76.0814,25.6,96,58,1.09,CO,1686016727
465,teruel,40.6667,-0.6667,11.11,81,4,0.38,ES,1686016727
466,la ronge,55.1001,-105.2842,26.14,53,75,2.57,CA,1686016727
467,arraial do cabo,-22.9661,-42.0278,17.98,100,20,1.03,BR,1686016727
468,lambarene,-0.7001,10.2406,23.04,93,100,1.8,GA,1686016727
469,pogoanele,44.9167,27.0,12.14,68,97,2.06,RO,1686016727
470,linfen,36.0889,111.5189,26.17,38,78,1.96,CN,1686016727
471,zapolyarnyy,69.4154,30.8136,2.6,81,100,9.71,RU,1686016728
472,vorkuta,67.5,64.0,11.17,62,17,8.16,RU,1686016728
473,wewak,-3.5534,143.6268,30.09,67,35,3.87,PG,1686016728
474,zamora,-4.0692,-78.9567,21.05,97,71,0.45,EC,1686016595
475,queenstown,-31.8976,26.8753,6.42,42,100,2.02,ZA,1686016728
476,pontes e lacerda,-15.2261,-59.3353,20.97,81,0,1.19,BR,1686016728
477,basi,26.8333,76.0333,30.19,31,0,2.37,IN,1686016728
478,khandyga,62.6667,135.6,18.31,48,100,3.03,RU,1686016471
479,mossel bay,-34.1831,22.146,7.96,67,8,3.47,ZA,1686016479
480,kouroussa,10.65,-9.8833,21.93,86,61,1.68,GN,1686016729
481,hovd,48.0056,91.6419,22.36,22,99,0.85,MN,1686016729
482,mar del plata,-38.0023,-57.5575,11.72,74,0,5.66,AR,1686016729
483,nova olinda do norte,-3.8881,-59.0942,25.09,88,98,0.57,BR,1686016729
484,san andres,12.5847,-81.7006,28.01,78,20,1.54,CO,1686016459
485,ocean city,39.2776,-74.5746,21.1,70,8,2.69,US,1686016729
486,chibougamau,49.9168,-74.3659,12.79,62,100,4.63,CA,1686016730
487,kendari,-3.945,122.4989,28.66,60,4,2.19,ID,1686016730
488,kiffa,16.6166,-11.4045,33.84,17,100,1.98,MR,1686016730
489,lamarque,-39.423,-65.7021,16.35,49,100,8.69,AR,1686016730
490,nova sintra,14.8667,-24.7167,20.81,81,12,3.77,CV,1686016464
491,mogocha,53.7333,119.7667,17.6,31,15,0.76,RU,1686016730
492,helston,50.1032,-5.2705,12.29,87,0,2.57,GB,1686016730
493,eastham,41.8301,-69.9739,13.3,81,79,4.02,US,1686016731
494,charters towers,-20.1,146.2667,26.55,49,14,6.73,AU,1686016731
495,manggar,-2.8833,108.2667,29.69,69,53,4.9,ID,1686016731
496,tuam,53.5167,-8.85,13.46,87,12,2.94,IE,1686016731
497,qingyuan,23.7,113.0333,29.99,68,14,1.32,CN,1686016731
498,bodaybo,57.8506,114.1933,9.74,92,100,1.09,RU,1686016731
499,las tablas,7.7667,-80.2833,25.65,99,85,0.74,PA,1686016732
500,mariental,-24.6333,17.9667,10.21,37,0,3.44,,1686016732
501,sassandra,4.95,-6.0833,24.42,93,99,2.54,CI,1686016732
502,kharabali,47.4196,47.2568,16.45,88,100,5.6,RU,1686016732
503,el calafate,-50.3408,-72.2768,3.14,84,78,1.91,AR,1686016732
504,carbonear,47.7332,-53.2148,6.53,96,100,4.05,CA,1686016732
505,yeed,4.55,43.0333,24.05,74,26,6.6,SO,1686016732
506,brandon,27.9378,-82.2859,27.93,70,0,3.6,US,1686016658
507,kayes,14.0,-11.0,30.53,40,36,2.15,ML,1686016733
508,neiafu,-18.65,-173.9833,25.27,80,100,7.52,TO,1686016733
509,regina,50.4501,-104.6178,29.06,49,75,8.75,CA,1686016733
510,cova figueira,14.8905,-24.2934,21.8,80,13,2.33,CV,1686016733
511,port macquarie,-31.4333,152.9167,19.38,56,47,2.04,AU,1686016479
512,la passe,45.5549,-0.8967,19.13,76,73,3.26,FR,1686016733
513,narvik,68.4384,17.4272,5.77,89,100,1.98,NO,1686016734
514,sault ste. marie,46.5168,-84.3333,22.16,57,0,5.14,CA,1686016472
515,belyy yar,53.6039,91.3903,23.94,50,0,2.0,RU,1686016734
516,vallenar,-28.5708,-70.7581,16.12,62,23,0.66,CL,1686016734
517,sorong,-0.8833,131.25,29.49,70,21,3.54,ID,1686016734
518,galliano,29.4422,-90.2992,25.0,83,40,0.0,US,1686016734
519,ust'-charyshskaya pristan',52.3934,83.6635,24.6,57,0,2.85,RU,1686016734
520,priargunsk,50.3691,119.1012,18.89,23,100,4.27,RU,1686016735
521,welshpool,52.6597,-3.1471,10.93,99,25,1.93,GB,1686016735
522,loei,17.4167,101.5,22.84,93,100,0.42,TH,1686016735
523,rengasdengklok,-6.1592,107.2981,28.07,68,68,1.16,ID,1686016735
524,glendive,47.1053,-104.7125,29.79,42,0,3.6,US,1686016735
525,kudahuvadhoo,2.6708,72.8944,28.36,75,76,4.15,MV,1686016735
526,shyryayeve,47.3805,30.1964,13.84,57,62,2.21,UA,1686016736
527,sittwe,20.15,92.9,27.95,73,99,1.4,MM,1686016736
528,n'zeto,-7.2312,12.8666,21.33,95,88,2.42,AO,1686016736
529,flying fish cove,-10.4217,105.6791,26.82,69,75,4.63,CX,1686016736
530,dryden,49.7833,-92.7503,20.16,77,100,2.06,CA,1686016736
531,aghajari,30.7006,49.8315,30.72,28,97,1.96,IR,1686016736
532,tuy hoa,13.0833,109.3,29.24,68,67,5.9,VN,1686016737
533,corumba,-19.0092,-57.6533,21.8,64,0,1.25,BR,1686016737
534,ilhabela,-23.7781,-45.3581,18.82,88,4,2.24,BR,1686016737
535,abalak,58.1286,68.5944,18.76,76,0,2.75,RU,1686016737
536,beebe,35.0706,-91.8796,28.01,84,69,1.05,US,1686016737
537,borogontsy,62.6683,131.1683,17.36,41,81,4.21,RU,1686016737
538,sisimiut,66.9395,-53.6735,0.26,69,76,2.29,GL,1686016738
539,el rosario,24.2556,-107.1828,25.3,60,99,2.41,MX,1686016738
540,ellsworth,44.5434,-68.4195,12.38,95,100,3.6,US,1686016738
541,beykonak,36.3257,30.303,21.52,74,5,1.33,TR,1686016738
542,tulum,20.2167,-87.4667,21.29,95,100,2.4,MX,1686016738
543,kayangel,8.0823,134.7173,28.93,80,98,7.88,PW,1686016738
544,shakiso,5.75,38.9167,13.57,98,100,0.62,ET,1686016738
545,fukuecho,32.6881,128.8419,18.2,94,75,3.6,JP,1686016739
546,usogorsk,63.4106,48.6872,9.12,82,96,4.32,RU,1686016739
547,pirmasens,49.2015,7.6053,15.57,89,0,2.51,DE,1686016739
548,cabo san lucas,22.8909,-109.9124,30.1,71,0,7.94,MX,1686016739
549,brodnica,53.2597,19.3965,13.0,71,100,2.38,PL,1686016739
550,vera,-29.4593,-60.2126,19.49,87,99,3.34,AR,1686016740
551,sungai penuh,-2.0833,101.3833,23.11,76,39,1.07,ID,1686016741
552,nadi,-17.8,177.4167,28.0,61,75,4.63,FJ,1686016741
553,yerofey pavlovich,53.9667,121.9667,11.93,51,94,3.18,RU,1686016741
554,fauske,67.2588,15.3918,5.02,98,100,2.29,NO,1686016741
555,zhosaly,45.4878,64.0781,31.09,12,1,2.51,KZ,1686016741
556,flin flon,54.7682,-101.865,25.64,64,62,3.56,CA,1686016741
557,yeppoon,-23.1333,150.7333,21.88,77,65,7.92,AU,1686016742
558,kodinsk,58.6881,99.1844,17.14,60,94,1.57,RU,1686016742
559,sayula de aleman,17.8667,-94.95,24.96,79,48,3.76,MX,1686016742
560,sarangani,5.4033,125.4636,29.09,71,98,5.15,PH,1686016742
561,vilamarxant,39.5667,-0.6167,20.0,81,0,2.06,ES,1686016742
562,peace river,56.2501,-117.286,15.17,67,75,3.09,CA,1686016692
563,letterkenny,54.95,-7.7333,10.5,83,57,0.55,IE,1686016742
564,reyes,-14.3167,-67.3833,22.19,92,3,0.99,BO,1686016743
565,alice springs,-23.7,133.8833,25.75,36,9,5.66,AU,1686016743
566,novyy urgal,51.0736,132.5642,21.45,46,84,1.23,RU,1686016743
567,lapinlahti,65.5833,30.5667,5.69,76,27,4.08,RU,1686016743
568,selfoss,63.9331,-20.9971,6.14,78,13,2.77,IS,1686016491
569,trairi,-3.2778,-39.2689,24.81,85,5,2.53,BR,1686016743
570,lesosibirsk,58.2358,92.4828,24.03,58,8,2.2,RU,1686016744
571,pionerskiy,54.9508,20.2275,9.86,72,5,4.35,RU,1686016744
572,lata,40.1629,-8.3327,17.67,82,81,1.51,PT,1686016744
573,ploneour-lanvern,47.9,-4.2833,13.18,88,0,4.63,FR,1686016744
574,ibeto,10.4854,5.145,24.41,84,100,2.46,NG,1686016744
575,cambridge,43.3601,-80.3127,21.63,63,0,3.09,CA,1686016523
576,kumbo,6.2,10.6667,15.49,95,100,0.34,CM,1686016745
577,kinmparana,12.8402,-4.9199,30.19,46,80,5.24,ML,1686016745
578,rovaniemi,66.5,25.7167,4.67,81,0,3.09,FI,1686016745
579,jiujiang,29.7333,115.9833,24.47,70,92,3.73,CN,1686016745
580,krasnyy chikoy,50.3643,108.7512,14.56,79,100,5.7,RU,1686016746
581,lewistown,40.5992,-77.5714,16.75,61,0,1.26,US,1686016746
582,afif,23.9065,42.9172,26.7,36,95,3.92,SA,1686016746
583,yelizovo,53.1873,158.3805,12.08,54,75,5.0,RU,1686016746
584,dhuusamarreeb,5.535,46.3861,24.89,78,93,6.63,SO,1686016747
585,nikolayevsk-on-amure,53.1406,140.73,23.63,36,22,1.53,RU,1686016747
586,grand island,40.925,-98.342,27.97,32,0,3.6,US,1686016634
587,nha trang,12.25,109.1833,30.0,60,95,0.61,VN,1686016501
588,shchyolkino,45.4291,35.8223,17.62,69,34,7.53,UA,1686016747
589,montepuez,-13.1256,38.9997,17.04,98,6,0.89,MZ,1686016747
590,naryn,41.4287,75.9911,14.53,50,99,0.59,KG,1686016747
591,beledweyne,4.7358,45.2036,24.83,80,17,7.04,SO,1686016748
592,mungwi,-10.1732,31.3694,12.86,92,0,1.41,ZM,1686016748
593,lucknow,26.85,80.9167,28.99,61,0,2.06,IN,1686016614
594,ivdel',60.6911,60.4206,14.19,52,4,1.52,RU,1686016748
595,taro,-8.3862,115.28,24.0,79,78,1.77,ID,1686016748
596,likisa,-8.6695,125.6875,22.68,51,30,1.07,TL,1686016748
597,merizo village,13.2658,144.6691,31.31,83,100,4.13,GU,1686016749
598,chulakkurgan,43.765,69.1814,29.62,15,1,3.19,KZ,1686016749
599,morondava,-20.2833,44.2833,21.76,75,0,3.01,MG,1686016749
600,cacoal,-11.4386,-61.4472,22.63,92,32,1.19,BR,1686016749
601,blagoveshchensk,50.2667,127.5333,17.34,63,40,4.0,RU,1686016749
